City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
345,Inverell,AU,-29.7833,151.1167,67.1,51,1,7.0,clear sky
346,Bom Jesus Da Lapa,BR,-13.255,-43.4181,76.59,47,2,5.68,clear sky
347,Rapar,IN,23.5667,70.6333,83.43,58,12,9.08,few clouds
348,Windhoek,NA,-22.5594,17.0832,71.8,24,56,3.44,broken clouds
349,Jieshou,CN,33.2634,115.3611,87.01,33,46,8.48,scattered clouds
350,Paranhos,BR,-23.8928,-55.4311,62.67,97,98,4.14,overcast clouds
351,Ancud,CL,-41.8697,-73.8203,45.05,91,8,2.24,clear sky
352,Benjamin Constant,BR,-4.3831,-70.0311,77.13,96,84,0.45,broken clouds
353,Motygino,RU,58.1831,94.7592,35.98,97,100,5.95,light rain
354,Teya,RU,60.3778,92.6267,35.58,75,100,9.93,overcast clouds
355,Pimentel,PE,-6.8367,-79.9342,61.57,87,18,12.12,few clouds
356,Icod De Los Vinos,ES,28.3724,-16.7119,70.77,88,12,11.95,few clouds
357,Virginia Beach,US,36.8529,-75.978,68.02,62,75,12.66,broken clouds
358,Lavrentiya,RU,65.5833,-171.0,38.03,85,100,18.84,overcast clouds
359,Vila Velha,BR,-20.3297,-40.2925,71.55,94,100,6.91,overcast clouds
360,Raudeberg,NO,61.9875,5.1352,52.95,67,78,2.48,broken clouds
361,Ballina,AU,-28.8667,153.5667,69.78,62,100,9.62,overcast clouds
362,Grand Gaube,MU,-20.0064,57.6608,68.4,69,49,1.99,scattered clouds
363,Pisco,PE,-13.7,-76.2167,59.05,82,0,4.61,smoke
364,West Wendover,US,40.7391,-114.0733,70.81,49,40,17.27,scattered clouds
365,Luis Correia,BR,-2.8792,-41.6669,77.7,79,70,12.71,broken clouds
366,Maracaju,BR,-21.6144,-55.1683,63.82,96,100,6.6,overcast clouds
367,Srandakan,ID,-7.9386,110.2506,82.22,66,94,10.98,overcast clouds
368,Novoagansk,RU,61.9449,76.6625,31.57,59,8,13.69,clear sky
369,Namibe,AO,-15.1961,12.1522,63.97,86,91,6.58,overcast clouds
370,Sinnamary,GF,5.3833,-52.95,78.03,87,74,10.67,broken clouds
371,Yuci,CN,37.6803,112.7319,73.15,46,0,2.24,clear sky
372,Constitucion,CL,-35.3333,-72.4167,51.33,88,0,2.3,clear sky
373,Yatou,CN,37.15,122.3833,74.95,61,0,10.6,clear sky
374,Kendari,ID,-3.945,122.4989,85.96,63,99,7.52,overcast clouds
375,Gori,GE,41.9842,44.1158,60.87,41,64,6.22,broken clouds
376,Nesna,NO,66.1967,13.0213,52.66,76,31,12.53,scattered clouds
377,Nandurbar,IN,21.3667,74.25,82.09,71,19,7.23,few clouds
378,Bindura,ZW,-17.3019,31.3306,56.73,74,1,2.73,clear sky
379,Chabahar,IR,25.2919,60.643,80.4,71,20,7.96,few clouds
380,Bembibre,ES,42.6177,-6.4155,54.25,97,100,3.0,overcast clouds
381,Nipawin,CA,53.3668,-104.0009,53.64,82,0,2.3,haze
382,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,37,0,4.61,clear sky
383,Sidney,AU,-33.8679,151.2073,67.37,72,75,25.32,broken clouds
384,Baykit,RU,61.67,96.37,34.57,61,93,8.03,overcast clouds
385,Vallenar,CL,-28.5708,-70.7581,58.1,58,0,2.59,clear sky
386,Kulhudhuffushi,MV,6.6221,73.07,81.72,75,98,11.36,overcast clouds
387,Simbahan,PH,6.3032,120.5836,83.03,74,77,3.65,broken clouds
388,Berdigestyakh,RU,62.0989,126.6992,35.2,44,8,7.14,clear sky
389,Yerbogachen,RU,61.2767,108.0108,33.46,50,93,5.17,overcast clouds
390,Nampula,MZ,-15.1165,39.2666,67.95,94,40,3.44,mist
391,Lufkin,US,31.3382,-94.7291,69.71,64,0,8.05,clear sky
392,Coihueco,CL,-36.6167,-71.8333,48.94,87,0,2.3,clear sky
393,Mosquera,CO,4.7059,-74.2302,53.69,94,75,3.44,broken clouds
394,Nanortalik,GL,60.1432,-45.2371,41.31,96,100,7.87,light rain
395,Ambon,ID,-3.6954,128.1814,84.09,71,88,4.9,overcast clouds
396,Katangli,RU,51.7102,143.2326,47.8,44,6,18.21,clear sky
397,Saint-Pierre,RE,-21.3393,55.4781,69.48,56,0,4.61,clear sky
398,Kulu,TR,39.0951,33.0799,60.67,71,1,2.42,clear sky
399,Tromso,NO,69.6496,18.957,45.37,87,100,2.3,overcast clouds
400,Lagoa,PT,39.05,-27.9833,67.48,64,8,12.08,clear sky
401,Bar Harbor,US,44.3876,-68.2039,57.02,83,0,8.01,clear sky
402,Labuhan,ID,-6.8844,112.2051,88.93,53,67,7.34,broken clouds
403,Lyuban,BY,52.7985,28.0048,43.74,92,31,9.51,scattered clouds
404,Hazleton,US,40.9584,-75.9746,51.66,85,75,3.44,broken clouds
405,Meulaboh,ID,4.1363,96.1285,74.86,93,100,7.16,light rain
406,Turayf,SA,31.6725,38.6637,62.85,51,0,6.91,clear sky
407,Savonlinna,FI,61.8699,28.88,42.85,93,100,13.8,light intensity shower rain
408,Kota Belud,MY,6.351,116.4305,84.38,71,99,2.48,overcast clouds
409,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,70,100,6.6,overcast clouds
410,Dolores,AR,-36.3132,-57.6792,42.39,66,7,4.23,clear sky
411,Flinders,AU,-34.5833,150.8552,63.18,87,85,10.0,moderate rain
412,Unai,BR,-16.3575,-46.9061,80.35,47,94,5.48,overcast clouds
413,Acapulco,MX,16.8634,-99.8901,82.22,78,100,6.91,overcast clouds
414,Arman,RU,59.7,150.1667,37.62,98,100,6.62,moderate rain
415,Kalmunai,LK,7.4167,81.8167,86.52,58,60,1.48,broken clouds
416,Khatassy,RU,61.9036,129.6383,33.78,52,5,9.6,clear sky
417,Lively,CA,46.4334,-81.1498,36.52,89,18,4.32,few clouds
418,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,88,20,9.37,few clouds
419,San Cristobal,VE,7.7669,-72.225,71.78,92,100,1.34,overcast clouds
420,Terekli-Mekteb,RU,44.1671,45.8698,66.96,82,42,5.75,scattered clouds
421,Santa Rosa,PH,14.3122,121.1114,89.02,71,77,2.08,broken clouds
422,Itoman,JP,26.1247,127.6694,88.18,74,40,13.8,scattered clouds
423,Deputatskiy,RU,69.3,139.9,19.18,93,100,2.68,overcast clouds
424,Eyl,SO,7.9803,49.8164,79.09,75,74,20.49,broken clouds
425,Constantine,DZ,36.365,6.6147,56.61,82,20,3.44,few clouds
426,Kampene,CD,-3.6,26.6667,65.34,99,99,1.61,light rain
427,Rena,NO,61.1348,11.3641,39.24,95,58,3.44,broken clouds
428,Banda Aceh,ID,5.5577,95.3222,82.56,69,100,15.95,light rain
429,Filadelfia,US,39.9523,-75.1638,61.97,73,0,12.66,clear sky
430,Kuching,MY,1.55,110.3333,80.82,83,40,7.0,scattered clouds
431,Solton,RU,52.8429,86.4787,33.89,82,100,7.43,light snow
432,Osoyoos,CA,49.0331,-119.4524,73.81,40,100,3.44,overcast clouds
433,Likasi,CD,-10.9814,26.7333,62.2,53,22,3.27,few clouds
434,Rundu,NA,-17.9333,19.7667,70.12,30,84,5.39,broken clouds
435,Vestmannaeyjar,IS,63.4427,-20.2734,47.82,91,100,15.39,overcast clouds
436,Souillac,MU,-20.5167,57.5167,68.38,73,75,12.66,light rain
437,Hendek,TR,40.7994,30.7481,62.94,82,1,5.93,clear sky
438,Rawson,AR,-43.3002,-65.1023,61.66,42,0,16.71,clear sky
439,Byron Bay,AU,-28.65,153.6167,69.71,47,100,9.53,overcast clouds
440,Anloga,GH,5.7947,0.8973,75.2,91,100,7.54,light rain
441,Manakara,MG,-22.1333,48.0167,68.45,70,81,0.92,broken clouds
442,Mulchen,CL,-37.7167,-72.2333,49.41,92,0,3.11,clear sky
443,Kismayo,SO,-0.3582,42.5454,77.22,79,97,14.58,overcast clouds
444,Chitrakonda,IN,18.1167,82.0833,81.72,76,67,2.55,broken clouds
445,Luderitz,NA,-26.6481,15.1594,56.25,75,2,9.62,clear sky
446,Mount Isa,AU,-20.7333,139.5,80.37,21,0,10.36,clear sky
447,Kosh-Agach,RU,50.0,88.6667,45.54,32,54,25.9,broken clouds
448,Bantou,CN,26.2151,117.4893,98.6,33,0,1.88,clear sky
449,Pavlodar,KZ,52.3,76.95,30.0,86,100,13.42,overcast clouds
450,Alirajpur,IN,22.3031,74.3546,80.78,72,66,4.05,broken clouds
451,Catuday,PH,16.2923,119.8062,82.29,74,100,3.09,moderate rain
452,Kizlyar,RU,43.8469,46.715,65.59,83,67,4.61,broken clouds
453,Elk Plain,US,47.0532,-122.3976,61.25,89,100,5.75,overcast clouds
454,Weston,US,26.1004,-80.3998,80.62,84,40,21.85,scattered clouds
455,Shu,KZ,43.5983,73.7614,60.64,36,100,6.4,overcast clouds
456,Angoche,MZ,-16.2325,39.9086,75.88,72,77,6.33,broken clouds
457,Trairi,BR,-3.2778,-39.2689,78.21,74,33,12.39,scattered clouds
458,Warmbad,NA,-28.45,18.7333,66.2,20,86,3.89,overcast clouds
459,Marrakesh,MA,31.6315,-8.0083,62.67,77,40,4.61,scattered clouds
460,Kavaratti,IN,10.5669,72.642,81.41,73,84,11.36,broken clouds
461,Terrace Bay,CA,48.7834,-87.1,44.24,79,59,10.42,broken clouds
462,Aldan,RU,58.6031,125.3894,34.65,47,100,1.7,overcast clouds
463,Karanja,IN,20.4833,77.4833,80.46,71,94,7.23,overcast clouds
464,Yumen,CN,40.2833,97.2,74.61,15,0,14.85,clear sky
465,Kahului,US,20.8947,-156.47,84.22,68,20,25.32,few clouds
466,Buraydah,SA,26.326,43.975,70.25,16,0,3.47,clear sky
467,Xicotencatl,MX,23.0167,-98.8833,76.48,63,53,3.65,broken clouds
468,Panara,IN,22.0667,78.55,78.64,69,45,8.7,scattered clouds
469,Dunyapur,PK,29.7995,71.7196,91.42,31,0,13.78,clear sky
470,Dire,ML,12.2833,-10.9667,71.96,95,54,3.02,broken clouds
471,Owase,JP,34.0667,136.2,76.71,76,97,3.96,overcast clouds
472,Manaure,CO,11.7751,-72.4445,82.67,75,100,6.73,overcast clouds
473,Champerico,GT,14.3,-91.9167,79.77,81,100,4.43,overcast clouds
474,Zlutice,CZ,50.0919,13.163,43.21,82,96,2.39,overcast clouds
475,Monterey,US,36.2505,-121.2516,68.18,1,31,8.9,scattered clouds
476,High Prairie,CA,55.4334,-116.4858,59.11,55,99,4.61,overcast clouds
477,Margate,GB,51.3813,1.3862,53.38,65,96,7.07,overcast clouds
478,Hervey Bay,AU,-25.2986,152.8535,66.02,71,100,13.0,light rain
479,Elk River,US,45.3038,-93.5672,51.75,77,100,7.96,overcast clouds
480,Miandrivazo,MG,-19.5167,45.4667,76.08,59,15,3.96,few clouds
481,Shenzhen,CN,22.5455,114.0683,85.86,91,100,13.94,overcast clouds
482,Karaman,TR,37.0833,33.25,60.96,55,1,2.64,clear sky
483,Yar-Sale,RU,66.8333,70.8333,30.74,77,50,9.19,scattered clouds
484,Conceicao Da Barra,BR,-18.5933,-39.7322,72.79,89,50,5.28,scattered clouds
485,Novobiryusinskiy,RU,56.9578,97.7076,35.91,99,100,1.68,overcast clouds
486,Kuito,AO,-12.3833,16.9333,56.73,90,12,4.56,few clouds
487,Saint-Paul,RE,-21.0096,55.2707,69.91,73,59,2.1,broken clouds
488,Oussouye,SN,12.485,-16.5469,73.49,90,100,5.48,overcast clouds
489,Cortez,US,37.3489,-108.5859,57.96,55,0,9.22,clear sky
490,Estelle,US,29.8458,-90.1067,75.2,41,0,13.8,clear sky
491,Kampot,KH,10.6167,104.1833,86.05,78,100,13.02,overcast clouds
492,Halifax,CA,44.6453,-63.5724,59.47,86,100,10.36,overcast clouds
493,Omsukchan,RU,62.5333,155.8,34.36,77,95,5.01,overcast clouds
494,Zaragoza,ES,41.6561,-0.8773,61.02,65,0,5.75,clear sky
495,Bereda,ES,43.2686,-7.5406,55.42,100,100,5.59,overcast clouds
496,Tilichiki,RU,60.4667,166.1,38.08,94,100,4.59,overcast clouds
497,Puerto Escondido,MX,15.85,-97.0667,79.5,87,94,5.66,overcast clouds
498,Haines Junction,CA,60.7522,-137.5108,42.75,65,79,1.14,broken clouds
499,Ambositra,MG,-20.5167,47.25,52.18,67,88,4.38,overcast clouds
500,Totma,RU,59.9747,42.7642,31.42,95,100,10.2,light snow
501,Nyimba,ZM,-14.5566,30.8149,68.85,51,36,6.42,scattered clouds
502,Castilho,BR,-20.8722,-51.4875,64.27,94,100,9.75,heavy intensity rain
503,Bajil,YE,15.0584,43.2851,87.69,61,67,1.79,broken clouds
504,Porosozero,RU,62.7191,32.727,36.27,96,100,10.18,overcast clouds
505,San Isidro,PE,-12.1167,-77.05,60.01,84,100,11.5,overcast clouds
506,Ustye,RU,59.6304,39.736,34.25,94,100,10.36,overcast clouds
507,Namatanai,PG,-3.6667,152.4333,85.15,66,12,10.76,few clouds
508,Solnechnyy,RU,50.7214,136.6319,54.09,42,7,5.48,clear sky
509,Neiafu,TO,-18.65,-173.9833,79.48,65,40,6.91,scattered clouds
510,Iberia,US,29.9502,-91.7507,66.27,52,0,9.22,clear sky
511,Dubbo,AU,-32.25,148.6167,68.13,49,40,9.22,scattered clouds
512,Monte Patria,CL,-30.6919,-70.9467,61.34,64,98,1.14,overcast clouds
513,Obzor,BG,42.8167,27.8833,62.82,75,27,5.84,scattered clouds
514,Nyurba,RU,63.2842,118.3319,32.52,58,61,4.27,broken clouds
515,Manicore,BR,-5.8092,-61.3003,76.95,94,0,0.0,clear sky
516,Port Blair,IN,11.6667,92.75,84.0,75,65,15.7,broken clouds
517,Batagay-Alyta,RU,67.8006,130.4114,26.24,76,97,0.87,overcast clouds
518,Worthington,US,40.0931,-83.018,51.26,87,0,5.75,clear sky
519,Velur,IN,12.9333,79.1333,81.57,66,100,10.36,moderate rain
520,Hailey,US,43.5196,-114.3153,66.99,67,40,0.0,scattered clouds
521,Rio Grande,BR,-32.035,-52.0986,55.98,72,86,11.14,overcast clouds
522,Abalak,RU,58.1286,68.5944,28.92,69,21,6.96,few clouds
523,Sao Filipe,CV,14.8961,-24.4956,80.26,82,6,4.5,clear sky
524,Itapuranga,BR,-15.5622,-49.9486,76.05,58,71,8.01,broken clouds
525,Iki-Burul,RU,45.8208,44.6472,65.53,51,100,9.37,overcast clouds
526,Aklavik,CA,68.2191,-135.0107,31.87,89,100,9.51,overcast clouds
527,Tucuman,AR,-26.8241,-65.2226,55.4,88,100,10.36,mist
528,Mpongwe,ZM,-13.5091,28.155,64.87,58,40,6.51,scattered clouds
529,Altay,CN,47.8667,88.1167,47.86,77,100,2.46,overcast clouds
530,Akom,CM,2.6678,12.7109,65.86,99,100,1.66,overcast clouds
531,Kodinsk,RU,58.6881,99.1844,38.05,71,100,6.6,overcast clouds
532,Ahipara,NZ,-35.1667,173.1667,58.68,94,89,10.76,overcast clouds
533,Portoferraio,IT,42.8115,10.3146,72.97,62,40,14.45,scattered clouds
534,Tazovskiy,RU,67.4667,78.7,28.72,75,60,9.8,broken clouds
535,Qui Nhon,VN,13.7667,109.2333,85.82,66,68,2.46,broken clouds
536,Omboue,GA,-1.5746,9.2618,73.49,90,99,4.59,overcast clouds
537,Stoicanesti,RO,44.1833,24.6333,60.69,66,72,3.58,broken clouds
538,Milkovo,RU,54.7167,158.6167,57.16,42,100,5.68,overcast clouds
539,Naraini,IN,25.1833,80.4833,85.77,61,1,4.81,clear sky
540,Chifeng,CN,42.2683,118.9636,85.19,20,0,12.44,clear sky
541,Pitiquito,MX,30.7,-112.0833,80.56,52,44,9.71,scattered clouds
542,Wewak,PG,-3.5534,143.6268,84.2,69,54,7.49,broken clouds
543,Cordoba,AR,-31.4135,-64.1811,57.76,66,0,4.61,light rain
544,Ponnani,IN,10.767,75.9252,79.92,74,63,3.44,broken clouds
545,Nan,TH,18.8333,100.6667,82.42,70,0,8.05,clear sky
546,Caucaia,BR,-3.7361,-38.6531,79.03,73,40,12.66,scattered clouds
547,Shirgaon,IN,19.7,72.7,81.46,78,54,0.87,broken clouds
548,Lerwick,GB,60.1545,-1.1494,48.2,89,55,6.24,broken clouds
549,Aden,YE,12.7794,45.0367,85.53,77,18,7.78,few clouds
550,Benghazi,LY,32.1167,20.0667,78.64,66,17,9.86,few clouds
551,Launceston,AU,-41.45,147.1667,56.84,62,100,23.02,overcast clouds
552,Khoy,IR,38.5504,44.9535,68.54,21,2,3.62,clear sky
553,Bara,NG,10.3744,10.7288,71.64,93,97,6.62,overcast clouds
554,Alyangula,AU,-13.8483,136.4192,83.44,65,91,13.69,overcast clouds
555,Pontianak,ID,-0.0333,109.3333,84.18,74,75,8.05,broken clouds
556,Svay Rieng,KH,11.0879,105.7993,87.26,63,90,14.92,overcast clouds
557,Port Pirie,AU,-33.1833,138.0167,65.8,50,34,12.08,scattered clouds
558,Bonthe,SL,7.5264,-12.505,74.62,93,100,7.7,light rain
559,Maniitsoq,GL,65.4167,-52.9,41.97,77,100,6.53,overcast clouds
560,Katete,UG,-0.7818,29.7544,57.74,96,89,1.83,overcast clouds
561,Kholm,RU,59.2667,32.85,39.69,97,100,5.57,overcast clouds
562,Aquiraz,BR,-3.9014,-38.3911,79.18,79,50,12.44,scattered clouds
563,Lorengau,PG,-2.0226,147.2712,85.57,61,100,10.38,overcast clouds
564,Biak,ID,-0.9131,122.8766,83.89,69,92,4.65,overcast clouds
565,Ekibastuz,KZ,51.6667,75.3667,32.45,60,28,15.43,scattered clouds
566,Talnakh,RU,69.4865,88.3972,27.21,82,83,5.57,broken clouds
567,Talcahuano,CL,-36.7167,-73.1167,51.48,93,75,9.22,broken clouds
568,Svencionys,LT,55.15,26.1667,41.54,97,86,5.99,overcast clouds
569,La Ronge,CA,55.1001,-105.2842,52.05,76,0,2.3,clear sky
570,Axim,GH,4.8699,-2.2405,74.57,90,95,6.53,overcast clouds
571,Bagotville,AU,-28.9833,153.4167,69.64,62,99,9.89,overcast clouds
572,Honiara,SB,-9.4333,159.95,87.21,59,12,4.47,few clouds
573,Timra,SE,62.487,17.3257,46.67,93,75,6.91,broken clouds
574,Doha,QA,25.2867,51.5333,82.38,56,0,6.91,clear sky
575,Abha,SA,18.2164,42.5053,58.82,20,0,0.0,clear sky
576,Muswellbrook,AU,-32.2667,150.9,63.25,75,79,6.87,broken clouds
577,Komsomolskiy,UZ,40.4272,71.7189,66.92,34,88,4.61,overcast clouds
578,Rio Gallegos,AR,-51.6226,-69.2181,44.65,61,0,6.91,clear sky
579,Nome,US,64.5011,-165.4064,39.27,87,100,16.11,moderate rain
580,Faanui,PF,-16.4833,-151.75,79.18,68,0,11.01,clear sky
581,Kudahuvadhoo,MV,2.6708,72.8944,81.63,74,84,15.84,broken clouds
582,Naze,JP,28.3667,129.4833,83.32,67,54,10.85,broken clouds
583,Belmonte,BR,-15.8631,-38.8828,72.39,86,2,6.96,clear sky
584,Henties Bay,NA,-22.116,14.2845,54.03,91,8,3.53,clear sky
585,Suez,EG,29.9737,32.5263,75.07,48,0,7.94,clear sky
586,Tamale,GH,9.4008,-0.8393,71.28,96,90,4.94,overcast clouds
587,Demidov,RU,55.2706,31.515,44.1,97,100,3.29,overcast clouds
588,Hualmay,PE,-11.0964,-77.6139,59.99,85,10,8.43,clear sky
589,Nemuro,JP,43.3236,145.575,65.73,75,1,13.96,clear sky
590,Izhma,RU,65.0083,53.9113,30.61,71,14,3.91,few clouds
591,Hit,IQ,33.6416,42.8251,74.28,39,0,13.98,clear sky
592,Madang,PG,-5.2246,145.7966,85.64,63,70,6.93,broken clouds
593,Mingaora,PK,34.7758,72.3625,75.94,56,0,1.21,clear sky
594,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,79.66,47,7,3.53,clear sky
595,Dudinka,RU,69.4058,86.1778,27.63,86,65,6.15,broken clouds
596,Maragogi,BR,-9.0122,-35.2225,74.05,85,44,7.29,scattered clouds
597,Helong,CN,42.5397,128.9972,78.35,32,0,3.87,clear sky
598,Pringsewu,ID,-5.3582,104.9744,88.65,54,98,1.57,overcast clouds
599,Dakar,SN,14.6937,-17.4441,82.53,89,20,4.61,few clouds
600,Mindelo,CV,16.8901,-24.9804,80.15,83,40,12.66,scattered clouds
601,Antofagasta,CL,-23.65,-70.4,58.28,74,22,5.1,few clouds
602,Kisangani,CD,0.5167,25.2,66.52,100,96,0.92,overcast clouds
603,Krasnovishersk,RU,60.4078,57.082,29.14,68,11,4.14,few clouds
604,Ligayan,PH,4.6533,119.4706,83.59,73,90,5.88,overcast clouds
605,Lincoln,US,40.8,-96.667,58.91,50,0,11.5,clear sky
606,Nantucket,US,41.2835,-70.0995,62.71,82,0,4.61,clear sky
607,Sept-Iles,CA,50.2001,-66.3821,51.8,89,75,5.75,broken clouds
608,Coquimbo,CL,-29.9533,-71.3436,54.36,89,74,2.55,broken clouds
609,Tatarskaya Kargala,RU,51.9495,55.1731,41.02,66,100,15.75,moderate rain
610,Cidreira,BR,-30.1811,-50.2056,59.86,68,70,10.71,broken clouds
611,Bell Ville,AR,-32.6259,-62.6887,55.8,42,100,7.25,overcast clouds
612,Pangai,TO,-19.8,-174.35,78.91,61,20,11.5,few clouds
613,Merauke,ID,-8.4667,140.3333,84.31,74,100,13.73,heavy intensity rain
614,Biryusinsk,RU,55.9634,97.8235,39.52,91,100,5.12,overcast clouds
615,Salym,RU,60.0625,71.4789,30.24,73,25,8.32,scattered clouds
616,Nanakuli,US,21.3906,-158.1547,87.75,40,0,9.22,clear sky
617,Lundamo,NO,63.1333,10.3,43.47,89,4,5.21,clear sky
618,Pochutla,MX,15.7432,-96.4661,78.82,93,66,3.8,broken clouds
619,Kasama,ZM,-10.2129,31.1808,61.66,62,62,3.89,broken clouds
620,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.79,93,100,12.3,overcast clouds
621,Ghanaur,IN,30.3322,76.6072,81.64,63,0,1.36,clear sky
622,Antalaha,MG,-14.9003,50.2788,67.98,82,82,7.54,light rain
623,Xuanhua,CN,40.6103,115.0447,79.72,30,2,2.51,clear sky
624,Nueve De Julio,AR,-35.4444,-60.8831,45.97,65,96,8.75,overcast clouds
625,Naryan-Mar,RU,67.6713,53.087,27.95,79,24,6.64,few clouds
626,Grindavik,IS,63.8424,-22.4338,48.67,100,100,12.66,overcast clouds
627,Ajdabiya,LY,30.7554,20.2263,82.8,27,18,9.48,few clouds
628,Kozhva,RU,65.1073,57.0459,30.36,70,15,4.18,few clouds
629,Northam,GB,51.0333,-4.2167,54.61,89,64,22.32,broken clouds
630,Kemin,KG,42.7846,75.6892,56.25,40,99,4.36,overcast clouds
631,Ambanja,MG,-13.6833,48.45,72.23,62,29,3.38,scattered clouds
632,Srednekolymsk,RU,67.45,153.6833,36.5,43,65,11.16,broken clouds
633,Chengde,CN,40.9725,117.9361,84.27,27,3,4.07,clear sky
634,Black River,JM,18.0264,-77.8487,78.66,88,76,3.38,broken clouds
635,Camana,PE,-16.6228,-72.7111,59.31,83,83,7.45,broken clouds
636,Ladario,BR,-19.0047,-57.6017,69.35,96,97,3.67,light rain
637,Ndende,GA,-2.4008,11.3581,72.07,95,100,1.88,overcast clouds
638,Itarema,BR,-2.9248,-39.9167,77.74,79,37,16.58,scattered clouds
639,Necochea,AR,-38.5473,-58.7368,43.41,58,0,9.4,clear sky
640,Bela,IN,25.9333,81.9833,86.31,58,1,2.01,clear sky
641,Asau,RO,46.4333,26.4,45.52,83,98,3.49,overcast clouds
642,Rosario,AR,-32.9468,-60.6393,57.11,65,0,10.36,clear sky
643,Muromtsevo,RU,56.3724,75.2418,31.19,73,92,11.21,overcast clouds
644,Aguimes,ES,27.9054,-15.4461,69.66,78,75,18.41,broken clouds
645,Vila Do Maio,CV,15.1333,-23.2167,77.79,83,3,6.85,clear sky
646,Marystown,CA,47.1666,-55.1483,59.63,98,100,13.73,overcast clouds
647,Jalingo,NG,8.8833,11.3667,71.98,95,100,4.5,light rain
648,Khislavichi,RU,54.1871,32.1582,45.79,98,91,7.07,overcast clouds
649,Kasongo-Lunda,CD,-6.4667,16.8167,68.11,96,95,2.1,overcast clouds
650,Mbaiki,CF,3.8678,17.9892,67.37,99,100,4.36,light rain
651,Lyngseidet,NO,69.5763,20.2189,44.08,85,86,9.84,overcast clouds
652,Muros,ES,42.7762,-9.0603,60.1,93,100,9.51,light rain
653,Drumheller,CA,51.4617,-112.7101,66.04,48,60,3.44,broken clouds
654,Bushehr,IR,28.9684,50.8385,73.49,60,0,0.0,clear sky
655,Adamas,GR,36.7333,24.4333,74.23,80,23,20.56,few clouds
656,Djibo,BF,14.1022,-1.6306,80.13,70,14,10.4,few clouds
657,Lima Duarte,BR,-21.8425,-43.7931,62.31,98,100,2.33,overcast clouds
658,Vangaindrano,MG,-23.35,47.6,68.27,65,87,1.66,overcast clouds
659,Buzmeyin,TM,38.0507,58.2056,64.13,45,0,6.91,clear sky
660,Bardiyah,LY,31.7561,25.0865,80.56,53,3,14.14,clear sky
661,Huadian,CN,42.9633,126.7478,73.08,44,0,8.61,clear sky
662,Tual,ID,-5.6667,132.75,82.06,74,64,7.09,broken clouds
663,Rio Cuarto,AR,-33.1307,-64.3499,56.32,50,100,3.76,light rain
664,Soyo,AO,-6.1349,12.3689,72.73,86,28,3.94,scattered clouds
665,Batemans Bay,AU,-35.7167,150.1833,61.11,85,99,16.08,light rain
666,Mandalgovi,MN,45.7625,106.2708,63.27,28,98,19.95,overcast clouds
667,Bantry,IE,51.6833,-9.45,49.78,90,39,6.62,scattered clouds
668,Miyako,JP,39.6367,141.9525,74.79,54,4,5.17,clear sky
669,Roma,US,43.2128,-75.4557,52.95,87,100,8.01,overcast clouds
670,Pundaguitan,PH,6.3711,126.1689,81.73,75,100,5.77,overcast clouds
671,Kendal,GB,54.3268,-2.7476,53.58,98,82,13.0,broken clouds
672,Santander Jimenez,MX,24.2167,-98.4667,73.31,70,50,7.0,scattered clouds
673,Lora Del Rio,ES,37.659,-5.5275,62.4,72,4,3.6,clear sky
674,Ulladulla,AU,-35.35,150.4667,58.1,88,94,19.3,overcast clouds
675,Gorontalo,ID,0.5412,123.0595,87.31,67,34,4.54,scattered clouds
676,Vaitape,PF,-16.5167,-151.75,79.18,68,0,10.98,clear sky
677,Jurado,CO,7.1053,-77.7641,76.78,91,100,2.84,overcast clouds
678,Viedma,AR,-40.8135,-62.9967,52.21,43,0,13.4,clear sky
679,Sakakah,SA,29.9697,40.2064,67.57,24,0,5.82,clear sky
680,Machilipatnam,IN,16.1667,81.1333,83.41,78,99,4.9,overcast clouds
681,Sikeston,US,36.8767,-89.5879,53.56,62,0,5.75,clear sky
682,Buala,SB,-8.145,159.5921,85.66,60,72,5.97,broken clouds
683,Lakatoro,VU,-16.0999,167.4164,82.15,64,24,12.1,few clouds
684,Kashi,CN,39.4547,75.9797,72.61,20,20,6.71,few clouds
685,Nuuk,GL,64.1835,-51.7216,40.87,100,100,4.0,overcast clouds
686,Villa Carlos Paz,AR,-31.4241,-64.4978,54.39,75,100,3.24,overcast clouds
687,Salem,IN,11.65,78.1667,79.0,78,40,5.75,mist
688,Caravelas,BR,-17.7125,-39.2481,73.13,88,3,9.89,clear sky
689,Igbo Ora,NG,7.4333,3.2833,70.88,98,99,2.21,overcast clouds
690,Tsiroanomandidy,MG,-18.7667,46.0333,61.16,54,0,4.76,clear sky
691,Shizunai,JP,42.3339,142.3669,69.37,72,0,15.79,clear sky
692,Mercedes,AR,-34.6515,-59.4307,48.78,68,96,7.47,overcast clouds
693,Falmouth,GB,50.1544,-5.0711,54.5,93,75,2.3,broken clouds
694,Kirovgrad,RU,57.4297,60.0597,26.2,79,21,5.26,few clouds
695,Scarborough,GB,54.2797,-0.4044,53.17,88,92,5.01,overcast clouds
